Tweet,Tweet,0.0
"RT @edinakisa: Ojo, esa modalidad de ataque con drones al presidente venezolano nos deja tarea en México, Urge planteamiento al respecto en…","RT @edinakisa: Ojo, that modality of drone attack on the Venezuelan president leaves us with a job in Mexico, an urgent need for this in ...",0.0
@lopezobrador_  https://t.co/eZ5VAemr4D,@lopezobrador_ https://t.co/eZ5VAemr4D,0.0
"RT @HectorAtarrabia: El pendejo histórico es el que gusta de que sus pendejadas queden registradas para la Historia...
😂😂😂😂😂😂😂😂😂😂😂 https://…",@lopezobrador_ https://t.co/eZ5VAemr4D,0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
RT @belavasi: @dvdrmz @DRFRANCISCORAMI @lopezobrador_  https://t.co/TzF8bREePv,R @ @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@.,0.0
"RT @PabloHiriart: Se me ocurre preguntar si el derrotado fuera @lopezobrador_ y el triunfador @JoseAMeadeK , habría ido el perdedor a salud…","RT @PabloHiriart: It occurs to me to ask if the defeated were @lopezobrador_ and the winner @JoseAMeadeK, the loser would have gone to health ...",0.0
"RT @revistapolemon: Con @LopezObrador_ en la Presidencia, el lujoso lugar donde actualmente vive @EPN, será convertido en centro cultural.…","RT @revistapolemon: With @LopezObrador_ in the Presidency, the luxurious place where @EPN currently lives will be converted into a cultural center ...",0.0
RT @OMEGATHEANTI: Yo tampoco estoy de acuerdo en que @lopezobrador_ nuestro presidente electo ahora esté diciendo que @JoseAMeadeK es “una…,"RT @OMEGATHEANTI: I do not agree either that @lopezobrador_ our president-elect is now saying that @JoseAMeadeK is ""a ...",0.0
"@AnalistaMxx @lopezdoriga @AlfredoJalifeR_ @julioastillero @fernandeznorona @rubengluengas @lopezobrador_ Es su estilo, Twittear P...","@AnalistaMxx @lopezdoriga @AlfredoJalifeR_ @julioastillero @fernandeznorona @rubengluengas @lopezobrador_ It's your style, Tweet P ...",0.0
RT @ELARQUlTECTO: Cuando @RicardoAnayaC vio a @lopezobrador_ con mi @JoseAMeadeK mi divo de thundera 🤣:  https://t.co/oK08rkHs5L,"@AnalistaMxx @lopezdoriga @AlfredoJalifeR_ @julioastillero @fernandeznorona @rubengluengas @lopezobrador_ It's your style, Tweet P ...",0.0
@PabloHiriart @lopezobrador_ @JoseAMeadeK La suposición de @PabloHiriart solamente tiene lógica si Meade hubiera he… https://t.co/aqYSXUFna1,@PabloHiriart @lopezobrador_ @JoseAMeadeK The assumption of @PabloHiriart only makes sense if Meade had ... https://t.co/aqYSXUFna1,0.0
#MásLeído Esta semana @v_trraverr escribe sobre la oportunidad que tiene @lopezobrador_ para designar ministros en… https://t.co/MSKcaaNcyE,# MásLeído This week @v_trraverr writes about the opportunity that @lopezobrador_ has to designate ministers in ... https://t.co/MSKcaaNcyE,0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
"RT @moushes: #Mexico es pro vida como #ArgentinaEsProvida, escuchen bien @lopezobrador_ y @M_OlgaSCordero, defenderemos la vida desde la co…","RT @moushes: #Mexico is pro-life like #ArgentinaEsProvida, listen well @lopezobrador_ and @M_OlgaSCordero, we will defend life from the co ...",0.0
"RT @MarianaDiazLuna: Se me ocurre preguntar si tú en lugar de venderte como un disque ""periodista"" hubieras sido... lo que eres, un Don nad…","RT @MarianaDiazLuna: It occurs to me to ask if instead of selling you as a ""journalist"" disc you would have been ... what you are, a Don nad ...",0.0
@economista_vega @Monicucha @PabloHiriart @lopezobrador_ @JoseAMeadeK De hecho ya lo reconocieron ¿O no es por eso… https://t.co/9JGUquVsWc,@economista_vega @Monucha @PabloHiriart @lopezobrador_ @JoseAMeadeK In fact they already recognized it Or is not that why ... https://t.co/9JGUquVsWc,0.0
@mamichelita @jimmytoon @lukika7 @monerohernandez @gallardo33 @INEMexico @lopezobrador_ Ya 100tc cñora,@mamichelita @jimmytoon @ lukika7 @monerohernandez @ gallardo33 @INEMexico @lopezobrador_ Ya 100tc cñora,0.0
"@lopezobrador_ Sr. López Obrador, voté por ud y me siento traicionado con el nombramiento de Barlett en C F E, a na… https://t.co/FfwusnMNLr","@lopezobrador_ Mr. López Obrador, I voted for you and I feel betrayed with the appointment of Barlett in C F E, a na ... https://t.co/FfwusnMNLr",0.0
"RT @QuesaVerdades: Me acaban de mandar un mensaje a la página de facebook diciendo que el proyecto de crear 400,000 empleos en la siembra d…","RT @QuesaVerdades: I just sent a message to the facebook page saying that the project to create 400,000 jobs in the sowing of ...",0.0
"RT @ArielMR24: @epigmenioibarra @lopezobrador_ Sabemos que López Obrador no acabará con la corrupción, después de que el #PRIAN destrozo al…","RT @ ArielMR24: @epigmenioibarra @lopezobrador_ We know that López Obrador will not end corruption, after #PRIAN destroyed the ...",0.0
Esteban Moctezuma quien fue secretario de gobernación en el gobierno de Ernesto Zedillo apunta para Estar en el gab… https://t.co/xf2ThUho54,Esteban Moctezuma who was secretary of government in the government of Ernesto Zedillo aims to be in the gab ... https://t.co/xf2ThUho54,0.0
"@BeatrizGMuller @lopezobrador_ @EPN ya hagan algo para ayudar a los animales, son seres VIVOS, por favor https://t.co/CticuNyKBD","@BeatrizGMuller @lopezobrador_ @EPN already do something to help the animals, they are living beings, please https://t.co/CticuNyKBD",0.0
"RT @lopezobrador_: El 1 de julio por la noche me habló por teléfono para reconocer nuestro triunfo, José Antonio Meade. En ese entonces, le…","RT @lopezobrador_: On July 1, at night, he spoke to me on the phone to recognize our victory, José Antonio Meade. At that time, you ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
@QuesaVerdades @lopezobrador_ Aaaaa chinga plantar un arbol es delito? Nos podrias compartir el fundamento que dan… https://t.co/gnmDlaMILy,@QuesaVerdades @lopezobrador_ Aaaaa chinga plant a tree is a crime? We could share the foundation that they give ... https://t.co/gnmDlaMILy,0.0
@lopezobrador_ https://t.co/KMoJOzseJe,@lopezobrador_ https://t.co/KMoJOzseJe,0.0
RT @Pipe_cm: @umbaldi @lopezobrador_ Y que opinas de esto chiaro? https://t.co/kbPHvuFjAC,RT @Pipe_cm: @umbaldi @lopezobrador_ And what do you think about this chiaro? https://t.co/kbPHvuFjAC,0.0
"@SinEmbargoMX En esto si estoy de acuerdo con @lopezobrador_ Reforma Energética es un negocio entre particulares, e… https://t.co/qJZmSwIWRG","@ SinEmbargoMX In this if I agree with @lopezobrador_ Energy Reform is a business between individuals, e ... https://t.co/qJZmSwIWRG",0.0
RT @rayleon1515: @jormaba66 @Roberto_3_3_3 @fernandeznorona @Losmariachis01 @NicolasMaduro @lopezobrador_ #EEUU el mayor exportador de arma…,RT @ rayleon1515: @ jormaba66 @ Roberto_3_3_3 @fernandeznorona @ Losmariachis01 @NicolasMaduro @lopezobrador_ #EEUU the largest exporter of weapon ...,0.0
Hartan con éstas pendejadas!,They stink with these bullshit!,0.0
"Yo con AMLO hasta el infinito y más allá! Y a los q no les guste lo q Èl haga, quitense a un lado y dejenlo trabaja… https://t.co/g95cHQDmrv","I with AMLO to infinity and beyond! And to those who do not like what he does, take off to one side and let him work ... https://t.co/g95cHQDmrv",0.0
@lopezobrador_ Pinche Viejo Cínico https://t.co/FdcqFh6B4m,@lopezobrador_ Pinche Viejo Cínico https://t.co/FdcqFh6B4m,0.0
RT @ferbelaunzaran: Pronto veremos si el TEPJF se dobla por las presiones de @lopezobrador_ o se aplica la ley y sancionan a Morena por el…,RT @ferbelaunzaran: Soon we will see if the TEPJF is doubled by the pressures of @lopezobrador_ or the law is applied and they penalize Morena for the ...,0.0
@lopezobrador_ Sería lamentable y además un acto de corrupción que una empresa que será proveedora del gobierno sea… https://t.co/mPw2kRTO15,@lopezobrador_ It would be regrettable and also an act of corruption that a company that will be government provider will be ... https://t.co/mPw2kRTO15,0.0
@rocionahle @lopezobrador_ Sólo hay que decirles .. No empiecen a tapar el sol con el dedo.. Porque jamás votaremos… https://t.co/dgUtqIgG8g,@rocionahle @lopezobrador_ You just have to tell them .. Do not start covering the sun with your finger .. Because we will never vote ... https://t.co/dgUtqIgG8g,0.0
"@rmartinez2209 @lopezobrador_ Lo recuerdo bien, gracias por la tarea de documentar y traerlo a la memoria tal cual fué.","@ rmartinez2209 @lopezobrador_ I remember it well, thank you for the task of documenting and bringing it to memory as it was.",0.0
"RT @RicardoAlemanMx: .@ManuelBartlett, el “elegido” de @lopezobrador_ que amenazó a Julio Scherer García https://t.co/hDr2nquYyN https://t.…","RT @RicardoAlemanMx:. @ ManuelBartlett, the ""elected"" of @lopezobrador_ who threatened Julio Scherer García https://t.co/hDr2nquYyN https: //t.",0.0
RT @aldemok: Tal y como lo dijo el entrevista pasada el maester de Master @AlfredoJalifeR_ México no tiene banca no tiene ejército no tenem…,RT @aldemok: As it was said in the interview last Master's Master @ AlfredoJalifeR_ Mexico does not have a bank does not have an army ...,0.0
@Pipe_cm @ProfeGaby1961 @umbaldi @lopezobrador_ Creo que salimos de Guatemala y entramos a Guatepeor con Barlett,@Pipe_cm @ ProfeGaby1961 @umbaldi @lopezobrador_ I think we left Guatemala and entered Guatepeor with Barlett,0.0
@Gerardo07830448 @JaviFunts @lopezobrador_ Si es de Romo,@ Gerardo07830448 @JaviFunts @lopezobrador_ If it's from Romo,0.0
"RT @revistapolemon: ¿Ya conoces los dos grandes proyectos que prepara @LopezObrador_ para iniciar con todo su Presidencia?

Acá te contamos…","RT @revistapolemon: Do you already know the two big projects that @LopezObrador_ prepares to start with your entire Presidency?

Here we tell you ...",0.0
"RT @PolibiodArcadia: Había dicho que estaba contra el compadrazgo, el conflicto de interés y Agromod es una de las empresas del que sera su…","RT @PolibiodArcadia: I had said that I was against compadrazgo, the conflict of interest and Agromod is one of the companies of which it will be ...",0.0
"@lopezobrador_ a ti no se vaya a ocurrir una escenita como la de tu cuate @NicolasMaduro, porfi, gracias.","@lopezobrador_ you will not happen a scene like your friend @NicolasMaduro, porfi, thank you.",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @aldemok: https://t.co/HxtScAPPVz 
como lo dijo el entrevista pasada el maester de Master @AlfredoJalifeR_ MXno tiene banca no tiene ejé…","RT @aldemok: https://t.co/HxtScAPPVz
As the interview last passed the Master's Master @ AlfredoJalifeR_ MX does not have a bank does not have an ...",0.0
"RT @lopezobrador_: El 1 de julio por la noche me habló por teléfono para reconocer nuestro triunfo, José Antonio Meade. En ese entonces, le…","RT @lopezobrador_: On July 1, at night, he spoke to me on the phone to recognize our victory, José Antonio Meade. At that time, you ...",0.0
RT @El_Universal_Mx: Andrés Manuel @lopezobrador_  continúa con su proyecto de sembrar un millón de hectáreas de árboles maderables y fruta…,RT @El_Universal_Mx: Andrés Manuel @lopezobrador_ continues with his project to plant one million hectares of timber trees and fruit ...,0.0
RT @EnriqueBedolla: Aquí podemos ver a @JoseAMeadeK el PADRE de los gasolinazos con @lopezobrador_ el HIJO de la chingada https://t.co/cmjd…,RT @EnriqueBedolla: Here we can see @JoseAMeadeK the FATHER of the gasolinazos with @lopezobrador_ el SON de la chingada https://t.co/cmjd...,0.0
@R3in4DL05L4G4rt @Luis_C_8137 @Gatover56190405 @usa @lopezobrador_ @tatclouthier @AlfredoJalifeR_ @TorrucoTurismo… https://t.co/VKkTZFlEAr,@R3in4DL05L4G4rt @Luis_C_8137 @Gatover56190405 @usa @lopezobrador_ @tatclouthier @AlfredoJalifeR_ @TorrucoTurismo… https://t.co/VKkTZFlEAr,0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
"@lopezobrador_ Presidente 
Cambia de wey 
@JoseAMeadeK @aesquinca 

JUDAS TRAICIONA A MANCERA 
@ManceraMiguelMX… https://t.co/ajEGJ8Waba","@lopezobrador_ President
Change of wey
@JoseAMeadeK @aesquinca

JUDAS BETRAYS MANCERA
@ ManceraMiguelMX ... https://t.co/ajEGJ8Waba",0.0
RT @R3in4DL05L4G4rt: @Gatover56190405 @Luis_C_8137 @usa @lopezobrador_ @tatclouthier @AlfredoJalifeR_ @TorrucoTurismo @M_OlgaSCordero Cuand…,RT @ R3in4DL05L4G4rt: @ Gatover56190405 @ Luis_C_8137 @usa @lopezobrador_ @tatclouthier @AlfredoJalifeR_ @TorrucoTurismo @M_OlgaSCordero Cuand ...,0.0
RT @soyelciudadano2: Ya podemos sacar el tuit de donde estaba guardado? https://t.co/ADOyIsI9nt,RT @ soyelciudadano2: Can we already get the tweet from where it was saved? https://t.co/ADOyIsI9nt,0.0
"RT @rocioss: ¿Quién es @jorgeramosnews , es de Atlanta? https://t.co/3p0hKjMFUJ","RT @rocioss: Who is @jorgeramosnews, is it from Atlanta? https://t.co/3p0hKjMFUJ",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @ANDROMACO64: Andrés Manuel. Vengo a que me pagues los departamentos que te gané en el debate. 

Mira Pepe Meade. Ejoj departamentoj no…","RT @ ANDROMACO64: Andrés Manuel. I come to you to pay me the departments that I won you in the debate.

Look Pepe Meade. Ejoj departmentj no ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
@yeidckol @lopezobrador_ En este vídeo de youteber anonimous explica cómo nos quieren lavar el cerebro estos empres… https://t.co/dkYVFKEqLf,@yeidckol @lopezobrador_ In this video of youteber anonimous explains how we want to brainwash these companies ... https://t.co/dkYVFKEqLf,0.0
RT @alejandrokent: @ferbelaunzaran @lopezobrador_  https://t.co/jPHFNOkRrt,RT @alejandrokent: @ferbelaunzaran @lopezobrador_  https://t.co/jPHFNOkRrt,0.0
"RT @ferbelaunzaran: ¿De dónde saca @lopezobrador_ que es obligación del Estado laico procurar el “bienestar del alma”?

Tiene 30 millones d…","RT @ferbelaunzaran: Where does @lopezobrador_ come from? What is the obligation of the secular State to seek the ""welfare of the soul""?

It has 30 million d ...",0.0
RT @olis_67: @yeidckol @lopezobrador_ En este vídeo de youteber anonimous explica cómo nos quieren lavar el cerebro estos empresarios que n…,RT @ olis_67: @yeidckol @lopezobrador_ In this YouTube video anonymous explains how we want to brainwash these entrepreneurs who n ...,0.0
"RT @luispazos1: Solo 2expresidentes reciben pensión, los demás  renunciaron a ella o la donan, el problema de las pensiones abusivas, q des…","RT @ luispazos1: Only 2expresidents receive a pension, the others renounced it or donated it, the problem of abusive pensions, that des ...",0.0
"RT @RicardoMonrealA: Es un hecho: en la siguiente administración rescataremos nuestro campo; #AMLO, nuestro próximo presidente, ya trabaja…","RT @RicardoMonrealA: It's a fact: in the next administration we will rescue our field; #AMLO, our next president, is already working ...",0.0
"RT @epigmenioibarra: ""Busco legitimar a @lopezobrador_ ?"" 
No Sr. a AMLO lo legitiman, nada más 30 millones de votos.
La campaña ya termino…","RT @epigmenioibarra: ""I seek to legitimize @lopezobrador_?""
No Mr. AMLO is legitimized, just 30 million votes.
The campaign is over ...",0.0
"RT @rubengluengas: #VIDEO Al carecer México de banca nacional, @AlfredoJalifeR_ afirma sería necesario para gobierno de @lopezobrador_ tene…","RT @rubengluengas: #VIDEO Since Mexico lacks national banking, @AlfredoJalifeR_ would be necessary for the government of @lopezobrador_ tene ...",0.0
"RT @PolibiodArcadia: Había dicho que estaba contra el compadrazgo, el conflicto de interés y Agromod es una de las empresas del que sera su…","RT @PolibiodArcadia: I had said that I was against compadrazgo, the conflict of interest and Agromod is one of the companies of which it will be ...",0.0
#México retomando curso. #sostenibilidad #recursosnaturales #agricultura #preservación #bioeconomía… https://t.co/S7X4aqr91F,# Mexico resuming course. #sustainability #resourcesnatural #agriculture # preservation # bioeconomy ... https://t.co/S7X4aqr91F,0.0
RT @LaydaSansores: “Hay que poner orden en el sector energético” -dice @lopezobrador_ al defender el nombramiento de @ManuelBartlett.- “Hoy…,"RT @LaydaSansores: ""We must put order in the energy sector"" -says @lopezobrador_ when defending the appointment of @ ManuelBartlett.- ""Today ...",0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
"Pues que me metan al reclusorio, mi jardín parece vivero!!","Well, they put me in prison, my garden looks like a nursery!",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
RT @PeriodistasOax: Reunión @lopezobrador_ @JoseAMeadeK deja memes y regaño de AMLO a la prensa https://t.co/RUulla5XON https://t.co/ohm7J0…,RT @PeriodistasOax: Meeting @lopezobrador_ @JoseAMeadeK leaves memes and reprimands from AMLO to the press https://t.co/RUulla5XON https://t.co/ohm7J0...,0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
Desde cuando a los gatos de Jorge Soros les preocupa la democracia en México. En su momento el fraude no les import… https://t.co/fS88ssGO37,Since when the Jorge Soros cats are concerned about democracy in Mexico. At the time the fraud did not matter to them ... https://t.co/fS88ssGO37,0.0
"RT @MarianaDiazLuna: Se me ocurre preguntar si tú en lugar de venderte como un disque ""periodista"" hubieras sido... lo que eres, un Don nad…","RT @MarianaDiazLuna: It occurs to me to ask if instead of selling you as a ""journalist"" disc you would have been ... what you are, a Don nad ...",0.0
RT @soyelciudadano2: Ya podemos sacar el tuit de donde estaba guardado? https://t.co/ADOyIsI9nt,RT @ soyelciudadano2: Can we already get the tweet from where it was saved? https://t.co/ADOyIsI9nt,0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
@lopezobrador_  https://t.co/yuWc5yi5yY,@lopezobrador_ https://t.co/yuWc5yi5yY,0.0
"@PabloHiriart @lopezobrador_ @JoseAMeadeK Se me ocurre preguntar, que hubiera sido si tú tío Pinochet no hubiera sido apoyado por E. U.","@PabloHiriart @lopezobrador_ @JoseAMeadeK It occurs to me to ask, what would it have been if your uncle Pinochet had not been supported by E. U.",0.0
"@lopezobrador_ Te atacó y atacó a varias personas sin fundamentos, no me salgas que lo quieres nombrar vicegobernad… https://t.co/M4PQHH6mQi","@lopezobrador_ You attacked and attacked several people without foundations, do not leave me what you want to name vice-governor ... https://t.co/M4PQHH6mQi",0.0
"RT @luisantgarcia: Siempre entendí y compartí el deseo de cambio manifestado en la última elección.

La diferencia es que jamás estuve de a…","RT @luisantgarcia: I always understood and shared the desire for change manifested in the last election.

The difference is that I was never from ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
RT @LaydaSansores: “Hay que poner orden en el sector energético” -dice @lopezobrador_ al defender el nombramiento de @ManuelBartlett.- “Hoy…,"RT @LaydaSansores: ""We must put order in the energy sector"" -says @lopezobrador_ when defending the appointment of @ ManuelBartlett.- ""Today ...",0.0
"RT @luispazos1: Solo 2expresidentes reciben pensión, los demás  renunciaron a ella o la donan, el problema de las pensiones abusivas, q des…","RT @ luispazos1: Only 2expresidents receive a pension, the others renounced it or donated it, the problem of abusive pensions, that des ...",0.0
RT @LaydaSansores: “Hay que poner orden en el sector energético” -dice @lopezobrador_ al defender el nombramiento de @ManuelBartlett.- “Hoy…,"RT @LaydaSansores: ""We must put order in the energy sector"" -says @lopezobrador_ when defending the appointment of @ ManuelBartlett.- ""Today ...",0.0
"RT @epigmenioibarra: Yo tengo Presidente no Tlatoani
No exijo a @lopezobrador_ sacrificios humanos para legitimarse.
Los quinazos, meter a…","RT @epigmenioibarra: I have President not Tlatoani
I do not demand @lopezobrador_ human sacrifices to legitimize.
Los quinazos, tuck ...",0.0
@mflynnautora @lopezobrador_ Son sus cuates,@mflynnautora @lopezobrador_ They are your friends,0.0
"RT @Rafaherrera1983: Al ver el acto de @lopezobrador_ y @JoseAMeadeK de civilidad política, creo que es momento para que Meade le pida una…","RT @ Rafaherrera1983: Seeing the act of @lopezobrador_ and @JoseAMeadeK of political civility, I think it's time for Meade to ask for a ...",0.0
@MAYRADELRIO @EliuUrias @armando_rc @FelipeCalderon @ManuelBartlett @lopezobrador_ @CFEmx @tatclouthier… https://t.co/E11Ik9yMwt,@MAYRADELRIO @EliuUrias @armando_rc @FelipeCalderon @ManuelBartlett @lopezobrador_ @CFEmx @ tatclouthier ... https://t.co/E11Ik9yMwt,0.0
RT @aldemok: Tal y como lo dijo el entrevista pasada el maester de Master @AlfredoJalifeR_ México no tiene banca no tiene ejército no tenem…,RT @aldemok: As it was said in the interview last Master's Master @ AlfredoJalifeR_ Mexico does not have a bank does not have an army ...,0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…","RT @jgnaredo: @jorgeramosnews says that @lopezobrador_ begins to ""betray"" its voters for having named Bartlett in the CFE.

Doubt…",0.0
"RT @ferbelaunzaran: ¿De dónde saca @lopezobrador_ que es obligación del Estado laico procurar el “bienestar del alma”?

Tiene 30 millones d…","RT @ferbelaunzaran: Where does @lopezobrador_ come from? What is the obligation of the secular State to seek the ""welfare of the soul""?

It has 30 million d ...",0.0
"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…","RT @lopezobrador_: We continue with the field work to start, from December 1, the sowing program of one million hectares ...",0.0
RT @LaydaSansores: “Hay que poner orden en el sector energético” -dice @lopezobrador_ al defender el nombramiento de @ManuelBartlett.- “Hoy…,"RT @LaydaSansores: ""We must put order in the energy sector"" -says @lopezobrador_ when defending the appointment of @ ManuelBartlett.- ""Today ...",0.0
"RT @RicardoMonrealA: Es un hecho: en la siguiente administración rescataremos nuestro campo; #AMLO, nuestro próximo presidente, ya trabaja…","RT @RicardoMonrealA: It's a fact: in the next administration we will rescue our field; #AMLO, our next president, is already working ...",0.0
